COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808920546	"AGOSTINI Anna-BÉTIN Fabienne-CANESCHI Marzia-CECCHI Daniela-CUTULI Laura-PALAZZO Silvana-TORTELLI Francesca"	"L'EsaBac en poche"		"Seconda edizione"	"Volume unico"	1370	208	", , 170x240, 2019"
9788808065858	"SHELLY Janet"	"My Life"			"Book 1 + Getting Ready multimediale + risorse digitali su DVD-ROM"	3920	312	"210x285, 2010"
9788808110305	"SHELLY Janet"	"My Life"			"Book 2 + Going On + eBook Multimediale su DVD-ROM"	4040	296	"210x285, 2010"
9788808110329	"SHELLY Janet"	"My Life"			"Confezione Elementary + Getting Ready + CD audio con risorse digitali Scuolabook"	1800	168	"210x285, 2010"
9788808110343	"SHELLY Janet"	"My Life"			"Pre-Intermediate + Getting Set for Pre-Intermediate + 2 CD audio con risorse digitali Scuolabook"	2790	248	"210x285, 2010"
9788808110367	"SHELLY Janet"	"My Life"			"Intermediate + Getting Set for Intermediate + 1 CD audio con risorse digitali Scuolabook"	2620	256	"210x285, 2010"
9788808110381	"SHELLY Janet"	"My Life"			"Elementary + Getting Ready + risorse digitali su CD-ROM"	2500	168	"210x285, 2010"
9788808110404	"SHELLY Janet"	"My Life"			"Pre-Intermediate + Getting Set for Pre-Intermediate + risorse digitali su DVD-ROM"	3200	232	"210x285, 2010"
9788808110428	"SHELLY Janet"	"My Life"			"Intermediate + Getting Set for Intermediate + risorse digitali su DVD-ROM"	3180	232	"210x285, 2010"
9788808110466	"SHELLY Janet"	"My Life"			"DVD per l'alunno"	1680	0	"140x195, 2010"
9788808110480	"SHELLY Janet"	"My Life"			"Confezione 9 CD audio per la classe"	9670	0	"140x125, 2010"
9788808059673	"CIBELLI Olga-D'AVINO Daniela"	"That's Catering!"			"Volume unico con risorse digitali Scuolabook"	2860	304	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2011"
9788808182647	"BELFIORE Nicola Pio-DI BENEDETTO Augusto-PENNESTRÌ Ettore"	"Fondamenti di Meccanica applicata alle macchine"		"Seconda edizione"	"Volume unico"	8150	856	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2011"
9788808364807	"BAKER Tania A-BELL Stephen P-GANN Alexander-LEVINE Michael-LOSICK Richard-MESSINA Angela Anna-WATSON James D"	"Biologia molecolare del gene"		"Settima edizione"	"Volume unico + ebook"	10100	896	", , 210x295, 2015"
9788808480064	"LUSIGNANI Maura-MANZONI Edoardo-MAZZOLENI Beatrice"	"Storia e filosofia dell'assistenza infermieristica"		"Seconda edizione"	"Volume unico"	3600	360	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2019"
9788808920829	"COSTANZA Maria"	"ART. 1353-1361"	"Condizione nel contratto"	"Seconda edizione"	"Volume unico"	4500	216	"(1 ed., 1997), , 175x245, 2019"
9788808820679	"FERRARA Mario-RAMINA Graziano"	"Click & Net"	"Laboratorio Tecnico Multimediale"	"seconda edizione"	"Volume unico per il secondo biennio"	3720	480	", Clitt editore. Distribuzione esclusiva Zanichelli, 195x265, 2018"
9788808804747	"FERRARA Mario-RAMINA Graziano"	"Click & Net"	"Laboratorio Tecnico Multimediale"	"seconda edizione"	"Volume per il quinto anno"	2200	272	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x266, 2018"
9788808069818	"MOSCO Gian Domenico"	"ART. 2602-2620"	"Consorzi per il coordinamento della produzione e degli scambi"		"Volume unico"	5360	296	", , 180x250, 2017"
9788808750693	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	"Elementi di chimica"			"Volume unico"	1180	144	", , 230x285, 2018"
9788808172402	"ENRIQUES Federigo"	"Lezioni di geometria proiettiva"		"Ristampa anastatica della seconda edizione aumentata del 1904"	"Volume unico"	3350	422	"145x210, 1996"
9788808033628	"CASSESE Antonio-DE VERGOTTINI Giuseppe-RESCIGNO Giuseppe Ugo"	"Art. 83-87"	"IL PRESIDENTE DELLA REPUBBLICA. TOMO I"	"1 ed."	"Volume unico"	4300	324	"175x245, 1978"
9788808222183	"SAMMARONE Sergio"	"Disegno e rappresentazione"		"Seconda edizione di Disegno"	"DVD-ROM per lo studente"	640	0	"142x125, 2010"
9788808067654		"Easy Grammar"	"Dizionario per parlare e scrivere in inglese senza difficoltà"		"Volume unico"	2230	576	"Trad. e rev. S. Mambrini, 145x210, 2007"
9788808186423	"GATTINONI Paola-PAPINI Monica-SCESI Laura"	"Principi di Geologia applicata"	"per Ingegneria civile-ambientale e Scienze della Terra"		"Volume unico"	3870	304	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2014"
9788808187284	"MENEGHETTI Orietta-RIGON Luisa Anna-WILKINSON Judith M."	"Diagnosi infermieristiche con NOC e NIC"		"Seconda edizione"	"Volume unico"	6700	1216	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 115x190, 2017"
9788808181350	"BERTINI Ivano-LUCHINAT Claudio-MANI Fabrizio"	Chimica		"Seconda edizione"	"Volume unico"	6050	528	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2011"
9788808521163	"BARBUJANI Guido-PIERCE Benjamin A"	Genetica		"Seconda edizione italiana condotta sulla quinta edizione americana"	"Volume unico + ebook"	9250	848	"Trad. di R. Leghissa, M. Vecchioni, , 197x285, 2016"
9788808321091	"VOLPINO Diego"	"ART. 163-174"	"Introduzione della causa"		"Volume unico"	14900	768	", , 175x245, 2019"
9788808096012	"DE MARCO Giuseppe-MARICONDA Carlo"	"Esercizi di analisi due"			"Volume unico"	3480	528	"Zanichelli/Decibel, 170x240, 1998"
9788808059734	"LANZONI Lorena-ROSSI Lino"	"Sguardi sulle scienze umane"			"Volume per il primo biennio con risorse digitali Scuolabook"	2320	304	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2011"
9788808600172	"LANZONI Lorena-ROSSI Lino"	"Sguardi sulle scienze umane"			"Confezione Moduli di antropologia e sociologia + Moduli di psicologia e pedagogia per il quinto anno con risorse digitali Scuolabook"	5000	1088	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2011"
9788808680068	"JOHNSON Marion-MAAS Meridean-MOORHEAD Sue-RIGON Luisa Anna-SWANSON Elizabeth"	"Classificazione NOC dei risultati infermieristici"	"Misurazione dei risultati di salute"	"terza edizione italiana sulla sesta edizione originale"	"Volume unico"	6850	864	", , 170x240, 2020"
9788808077431	"ANDOLFI Mario-GIOVANNINI Francesca-LATERZA Espedito"	"Per stare bene"		"Seconda edizione di Manuale di educazione fisica"	"Libro per l'allievo con risorse digitali Scuolabook"	2090	360	"210x285, 2003"
9788808420749	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"Fervet opus"	"Storia e testi della letteratura latina"		"Volume 1"	1910	552	", , 197x265, 2019"
9788808873552	"BALESTRA Augusto-MOLICA FRANCO Marianna-SCOTTI Monica-SISANA Lucio"	"Fervet opus"	"Storia e testi della letteratura latina"		"Volume 2"	2870	736	", , 197x265, 2019"
9788808195982	"BALDISSERA Eros"	"il dizionario di Arabo"	"Dizionario Italiano-Arabo Arabo-Italiano"	"Seconda edizione"	"Versione Plus"	5750	1400	"180x250, 2014"
9788808184153	"DI GIACOMO Patrizia-RIGON Luisa Anna"	"Assistenza infermieristica e ostetrica in area materno-infantile"		"Seconda edizione"	"Volume unico"	8550	944	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2016"
9788808921161	"MILLÁN GASCA Ana"	"Numeri e forme"	"Didattica della matematica con i bambini"		"Volume unico"	3140	368	", , 170x240, 2016"
9788808300850	"RUFFO Giuseppe"	"Fisica edizione azzurra"			"Volume unico"	2600	328	"230x285, 2014"
9788808530042	"GIACONIA Paola-SCALISI Angelo"	"Pedagogia. Percorsi e parole"			"Volume per il quinto anno"	1920	392	", , 197x267, 2019"
9788808578204	"GIACONIA Paola-SCALISI Angelo"	"Pedagogia. Percorsi e parole"			"Volume per il secondo biennio"	2020	400	", , 197x266, 2019"
9788808920874	"GIACONIA Paola-SCALISI Angelo"	"Pedagogia. Percorsi e parole"			"Volume unico primo biennio"	1540	304	", , 197x265, 2019"
9788808836731	"GAINOTTI Alba-MODELLI Alessandra"	"Incontro con le scienze della vita"			"Volume unico"	2260	280	"230x285, 2014"
9788808880031	"GRASSI Pietro Antonio"	"Esercizi di metodi matematici per fisici e ingegneri"			"Volume unico"	2220	240	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2018"
9788808448620	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Confezione Tecnologia 4.0 edizione compatta + Disegno, Laboratorio e Coding"	2190	584	", , 230x285, 2020"
9788808755117	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Confezione Tecnologia 4.0 + Informatica + Disegno, Laboratorio e Coding"	2640	776	", , 230x285, 2020"
9788808930347	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde		"Seconda edizione di Idea, progetto, innovazione"	"Confezione Tecnologia 4.0 + Tavole per il disegno + Disegno, Laboratorio e Coding"	2580	720	", , 230x285, 2020"
9788808920904	"FERRARI AGGRADI Giampietro-PIDATELLA Cipriano-PIDATELLA Delia"	"Corso di meccanica, macchine ed energia"	"per Meccanica ed Energia"	"Seconda edizione"	"Volume 1"	3670	576	", , 197x266, 2017"
9788808268976	"FERRARI AGGRADI Giampietro-PIDATELLA Cipriano-PIDATELLA Delia"	"Corso di meccanica, macchine ed energia"	"per Meccanica ed Energia"	"Seconda edizione"	"Volume 2"	3800	560	", , 197x265, 2017"
9788808406019	"FERRARI AGGRADI Giampietro-PIDATELLA Cipriano-PIDATELLA Delia"	"Corso di meccanica, macchine ed energia"	"per Meccanica ed Energia"	"Seconda edizione"	"Volume 3"	3800	560	", , 197x265, 2017"
9788808721129		DiLemmi	"Gioco di parole - in coedizione con KaleidosGames"		Confezione	2830	0	", , 208x208, 2015"
9788808820938	"FANTI Fabio"	"Biologia, microbiologia e tecnologie di controllo sanitario"			"Volume unico"	4650	656	", , 210x285, 2019"
9788808590763	"FANTI Fabio"	"Biologia, microbiologia e tecnologie di controllo sanitario"			"Volume 1"	2870	376	", , 210x285, 2019"
9788808688651	"FANTI Fabio"	"Biologia, microbiologia e tecnologie di controllo sanitario"			"Volume 2"	2270	288	", , 210x285, 2019"
9788808196446	"COZZI Renato-RUBINO Carmine-VENZAGHI Italo"	"Le basi della chimica analitica"			"Teoria con risorse digitali Scuolabook"	2400	320	"197x266, 2012"
9788808202871	"COZZI Renato-RUBINO Carmine-VENZAGHI Italo"	"Le basi della chimica analitica"			"Laboratorio con risorse digitali Scuolabook"	1720	224	"197x266, 2012"
9788808076298	"MALPENSA Marcello-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Testi e scenari"	"Letteratura, cultura, arti"		"Confezione 1+2"	4750	1368	"197x266, 2009"
9788808125231	"MALPENSA Marcello-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Testi e scenari"	"Letteratura, cultura, arti"		"Confezione 3+4"	4590	1312	"197x266, 2009"
9788808125255	"MALPENSA Marcello-PANEBIANCO Beatrice-PISONI Cecilia-REGGIANI Loretta"	"Testi e scenari"	"Letteratura, cultura, arti"		"Confezione 5+6+7"	6950	2056	"197x267, 2009"
9788808437532	"ALONGE Guillaume-LUZZATTO Sergio"	"Dalle storie alla Storia"			"Confezione Volume 3 + Percorsi di lettura verso l'Esame di Stato"	3170	864	", , 210x285, 2016"
9788808821171	"ALONGE Guillaume-LUZZATTO Sergio"	"Dalle storie alla Storia"			"Volume 1"	2530	512	", , 210x285, 2016"
9788808837530	"ALONGE Guillaume-LUZZATTO Sergio"	"Dalle storie alla Storia"			"Volume 2"	2870	608	", , 210x285, 2016"
9788808183705	"BADON Pierluigi-ZAMPIERON Alessandra"	"Procedure infermieristiche in pediatria"			"Volume unico"	5100	584	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 297x270, 2010"
9788808062017	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"Volume 1. Dalle origini al tardo Cinquecento con risorse digitali Scuolabook"	3670	1072	"197x266, 2011"
9788808120915	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"Volume 3. Il secondo Ottocento e il Novecento con risorse digitali Scuolabook"	3800	1104	"197x266, 2011"
9788808120953	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"Contemporaneità e Postmoderno con risorse digitali Scuolabook"	1600	416	"197x265, 2011"
9788808221049	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"Confezione Volume 3. Il secondo Ottocento e il Novecento + Contemporaneità e Postmoderno con risorse digitali Scuolabook"	5100	1520	"195x265, 2011"
9788808276261	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"La letteratura delle origini con risorse digitali Scuolabook"	820	112	"197x266, 2011"
9788808320827	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	LetterAutori	"Percorsi ed esperienze letterarie"		"Volume 2. Dal Seicento all'Ottocento con risorse digitali Scuolabook"	3800	1088	"197x266, 2011"
9788808177353	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo V+W"	1360	240	", , 197x265, 2018"
9788808264473	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo S+U+V"	2500	492	", , 197x265, 2018"
9788808302649	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo S"	1110	192	", , 197x265, 2018"
9788808449481	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo O"	1000	176	", , 197x265, 2018"
9788808468765	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo L"	890	160	", , 195x265, 2018"
9788808549327	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo V"	1160	192	", , 197x265, 2018"
9788808899767	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo alfa+beta"	700	80	", , 197x265, 2018"
9788808979056	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Moduli di matematica"			"Modulo U"	870	124	", , 197x265, 2018"
9788808081957	"CAPUTO Carmelo"	"Collana di macchine"		"Seconda edizione"	"Volume 1"	6000	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 1997"
9788808082015	"CAPUTO Carmelo"	"Collana di macchine"		"Seconda edizione"	"Volume 3 Tomo I"	4470	352	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 1997"
9788808337221	"COPPOCK Lee-MATEER Dirk"	"Principi di microeconomia"			"Volume unico"	4900	448	"Trad. di P. Canton, A. Oliveri, D. Zinni, , 197x285, 2015"
9788808065698		"Trasformazione, fusione, scissione"	"diretto da Antonio Serra. Coordinato da Ivan Demuro"		"Volume unico con eBook"	20200	0	"180x245, 2014"
9788808920836	"MAGA Giovanni-VOZZA Lisa"	"Batteri spazzini e virus che curano"	"Come le biotecnologie riscrivono la vita"		"Volume unico"	1380	208	", , 115x175, 2016"
9788808921215	"DE BENEDETTO Andrea-GALLI Luigi"	"Laboratorio odontotecnico"			"Volume 1"	3040	336	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli., 210x285, 2018"
9788808265951	"DE BENEDETTO Andrea-GALLI Luigi"	"Laboratorio odontotecnico"			"Volume 2"	3110	400	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli., 210x285, 2018"
9788808115393	"ATKINS Peter William-JONES Loretta"	"La chimica di Atkins"	"con Chemistry in English"		"Volume unico"	4580	600	"210x285, 2012"
9788808201058	"ATKINS Peter William-JONES Loretta"	"La chimica di Atkins"	"con Chemistry in English"		"Volume 1 multimediale con risorse digitali online"	2860	328	"210x285, 2012"
9788808201430	"ATKINS Peter William-JONES Loretta"	"La chimica di Atkins"	"con Chemistry in English"		"Volume 2 multimediale con Interactive eBook online"	2630	288	"210x285, 2012"
9788808187840	"CHEEVER Kerry H.-HINKLE Janice l."	"Brunner Suddarth, Infermieristica Medico-chirurgica"		"Quinta edizione"	"Volume 1"	12500	1560	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 215x280, 2017"
9788808620910	"KELLER Suzanne-MARIEB Elaine N"	"Il corpo umano"		"Terza edizione"	"Volume unico"	3510	448	", , 210x285, 2018"
9788808151735	"CAVALLI Patrizia-LEPRE Aurelio-PETRACCONE Claudia-TESTA Ludovico-TRABACCONE Andrea"	"Noi nel tempo"			"Confezione Volume 1 + Atlante di geostoria"	2430	496	", , 197x266, 2015"
9788808236531	"CAVALLI Patrizia-LEPRE Aurelio-PETRACCONE Claudia-TESTA Ludovico-TRABACCONE Andrea"	"Noi nel tempo"			"Confezione Volume 3 + Atlante di geostoria"	3130	672	", , 197x266, 2015"
9788808521156	"CAVALLI Patrizia-LEPRE Aurelio-PETRACCONE Claudia-TESTA Ludovico-TRABACCONE Andrea"	"Noi nel tempo"			"Guida all'Esame di Stato"	1070	192	", , 196x265, 2015"
9788808936523	"CAVALLI Patrizia-LEPRE Aurelio-PETRACCONE Claudia-TESTA Ludovico-TRABACCONE Andrea"	"Noi nel tempo"			"Confezione Volume 2 + Atlante di geostoria"	2750	544	", , 197x265, 2015"
9788808274458		"Il laboratorio di chimica"			"Volume unico"	1020	96	", , 197x263, 2017"
9788808261601	"RODATO Silvano"	"Scienza e cultura dell'alimentazione"	"Quaderno di approfondimento per Enogastronomia, Servizi di sala e vendita, Accoglienza turistica"		"Volume unico"	950	144	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808263582	"KESTEN Philip R.-TAUCK David L."	"Fondamenti di fisica"			"Volume 1"	8900	850	"Trad. di A. Alessandrini, P. Facci, M. Pieruccini, 205x280, 2014"
9788808635204	"KESTEN Philip R.-TAUCK David L."	"Fondamenti di fisica"			"Volume 2"	2300	200	"Trad. di A. Alessandrini, P. Facci, M. Pieruccini, 197x270, 2014"
9788808120496	"GOLA Isabella-RODATO Silvano"	"Cibo che nutre"		"seconda edizione"	"Volume per il primo biennio con chimica"	2860	432	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2019"
9788808194954	"STYER Daniel F.-TIBONE Federico"	"Capire davvero la relatività"	"Alla scoperta della teoria di Einstein"		"Volume unico"	1420	272	"Collana a cura di Lisa Vozza e Federico Tibone, 115x177, 2012"
9788808260703	"ALBANI Paolo-DELLA BELLA Paolo"	"Forse Queneau"	"Enciclopedia delle scienze anomale"		"Volume unico"	3960	480	"Con la collaborazione di Berlinghiero Buonarroti. Introduzione di Paolo Rossi. 1100 voci, 200 i., 180x250, 1999"
9788808065735	"BRAMANTI Marco-TRAVAGLINI Giancarlo"	"Matematica. Questione di metodo"	"Come affrontare la fatica dello studio e scoprire la bellezza. Preparazione ai corsi universitari"		"Volume unico"	2880	352	"197x270, 2009"
9788808121370		"Impara il francese"		"Seconda edizione"	"Volume unico"	2800	368	", , 145x210, 2020"
9788808172365	"VITALE Giovanna"	"Design di sistema per le istituzioni culturali"	"Il museo empatico"		"Volume unico"	2950	240	"170x240, 2013"
9788808520579	"FERNÁNDEZ GONZÁLEZ Trinidad"	"¡Consigue el DELE!"	"B1 - Umbral"		"Volume unico"	1680	144	", , 210x285, 2019"
9788808183422	"POMPEI Carlo"	"Operazioni unitarie della tecnologia alimentare"			"Volume unico"	4310	368	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 205x275, 2009"
9788808187505	"DEL CURTO Barbara-MARANO Claudia-PEDEFERRI Maria Pia"	"Materiali per il Design"	"Introduzione ai materiali e alle loro proprietà"	"Seconda edizione"	"Volume unico"	5050	448	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 192x245, 2015"
9788808520883	"TIBONE Federico"	"La Patente del Computer. Nuova ECDL"	"con Windows 7 e Office 2010"		"Volume unico"	2440	272	", , 210x285, 2017"
9788808175625	"MADER Sylvia S."	"Immagini e concetti della biologia"			"Ambiente e sostenibilità"	1060	96	"230x285, 2012"
9788808334886	"MADER Sylvia S."	"Immagini e concetti della biologia"			"Il corpo umano"	2130	232	"230x285, 2012"
9788808721051	"BAHN Paul-RENFREW Colin"	"L'essenziale di archeologia"	"Teoria - Metodi - Pratiche"	"Seconda edizione italiana condotta sulla terza edizione inglese"	"Volume unico"	3620	320	"Trad. di S. Arcari, , 197x266, 2016"
9788808520548	"COLOMBO Luciano"	"Fisica dei semiconduttori"			"Volume unico"	3030	352	", , 170x240, 2018"
9788808432087	"IANNUCCI Alessandro-LONGO Fatima"	"Unitutor Medicina 2020"	"Test di ammissione per Medicina e Chirurgia, Odontoiatria e Veterinaria"		"Volume unico + ebook"	5200	1256	", , 197x270, 2020"
9788808921321	"HÄMÄLÄINEN Aira"	"Finlandese compatto"	"Dizionario Finlandese-Italiano Italiano-Finlandese"	"Terza edizione"	"Volume unico"	1700	552	", , 130x178, 2017"
9788808620729	"FERRARI Mario-GALLI Daniele-MENTA Andrea-STOPPIONI Elena"	"Gestione dell'ambiente e del territorio PLUS"			"Volume unico"	2700	360	", , 210x285, 2019"
9788808265289		"Il nuovo diritto fallimentare. Novità ed esperienze applicative a cinque anni dalla riforma"	"diretto da Alberto Jorio, Massimo Fabiani"		"Volume unico"	23070	1504	"180x245, 2010"
9788808078810	"EISTERMEIER Waldemar"	"Dizionario medico"	"Italiano-Tedesco Tedesco-Italiano"		"Volume unico"	12750	896	"98 000 lemmi e accezioni, 150 000 traduzioni, 75 settori specialistici, Zanichelli/Langenscheidt, 180x245, 2004"
