"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
233;11,16;42,82;"Tombe a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"";"Grosseto";"GR";"TOS"
234;11,16;42,82;"Tombe a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
235;11,16;42,82;"Area Collina Sud";"etruschi";"";"Roselle ";"musei e parchi";"area archeologica";"";"";"Grosseto";"GR";"TOS"
236;11,16;42,82;"Tombe";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
237;11,16;42,82;"Tombe a fossa etrusca";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
238;11,15;42,82;"Domus dei mosaici";"etruschi";"";"Roselle ";"abitato";"domus";"";"";"Grosseto";"GR";"TOS"
239;11,15;42,82;"Area del Foro";"etruschi";"";"Roselle ";"";"foro";"";"";"Grosseto";"GR";"TOS"
240;11,15;42,82;"Basilica";"etruschi";"";"Roselle ";"religione";"basilica";"";"";"Grosseto";"GR";"TOS"
241;11,15;42,82;"Tempio";"etruschi";"";"Roselle ";"religione";"templi";"";"";"Grosseto";"GR";"TOS"
242;11,15;42,82;"Edifici di culto";"etruschi";"";"Roselle ";"";"edifici";"";"";"Grosseto";"GR";"TOS"
243;11,16;42,82;"Area Terme";"etruschi";"";"Roselle ";"abitato";"terme";"";"";"Grosseto";"GR";"TOS"
244;11,16;42,82;"ingresso parco archeologico";"etruschi";"";"Roselle ";"";"parco";"0564402403";"Via Batignanese";"Grosseto";"GR";"TOS"
245;11,15;42,82;"Tombe barbariche";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"";"Grosseto";"GR";"TOS"
246;11,16;42,82;"Fontanile";"etruschi";"";"Roselle ";"";"";"";"Via Batignanese";"Grosseto";"GR";"TOS"
247;11,15;42,82;"Area Anfiteatro";"etruschi";"";"Roselle ";"abitato";"teatro";"";"";"Grosseto";"GR";"TOS"
248;11,15;42,82;"Casa dell'Impluvium";"etruschi";"";"Roselle ";"abitato";"case";"";"";"Grosseto";"GR";"TOS"
249;11,16;42,82;"Tombe a fossa";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
250;11,16;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
251;11,16;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
252;11,15;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"";"Grosseto";"GR";"TOS"
253;11,15;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"";"Grosseto";"GR";"TOS"
254;11,16;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"";"Grosseto";"GR";"TOS"
255;11,16;42,83;"Tombe a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
256;11,16;42,83;"Tomba a fossa etrusca";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
257;11,16;42,83;"Tomba a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
258;11,16;42,83;"Tombe a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
259;11,16;42,83;"Tombe a camera";"etruschi";"";"Roselle ";"sepolture";"tomba";"";"Via Batignanese";"Grosseto";"GR";"TOS"
261;11,21;43,38;"Campassini villaggio etrusco";"etruschi";"";"Monteriggioni SI ";"";"villaggio";"";"Via Cassia";"Monteriggioni";"SI";"TOS"
262;11,19;43,39;"necropoli etrusca";"etruschi";"";"Monteriggioni SI ";"sepolture";"necropoli";"";"entrata 19";"Monteriggioni";"SI";"TOS"
263;11,28;43,47;"Tumulo M.Calvario (VII sec.a.C.)";"etruschi";"VII a.c.";"Castellina in Chianti ";"sepolture";"tumulo";"";"Via Fiorentina";"Castellina in Chianti";"SI";"TOS"
264;11,25;43,60;"zona archeol. Valigondoli Poggio La Croce";"etruschi";"";"Valigondoli ";"musei e parchi";"zona archeologica";"";"Strada Provinciale 118 Panzano-Testalepre";"Greve in Chianti";"FI";"TOS"
265;11,25;43,60;"incrocio. tenere la sinistra";"etruschi";"";"Valigondoli ";"";"";"";"Strada Provinciale 118 Panzano-Testalepre";"Greve in Chianti";"FI";"TOS"
267;11,19;43,62;"Tomba dell'Arciere";"etruschi";"";"Monteridolfi FI ";"sepolture";"tomba";"";"Via Collina";"San Casciano in Val di Pesa";"FI";"TOS"
268;11,19;43,62;"Tomba dell 'Arciere (VII sec A.C.)";"etruschi";"VII a.c.";"Monteridolfi FI ";"sepolture";"tomba";"";"Via Collina";"San Casciano in Val di Pesa";"FI";"TOS"
269;11,26;43,77;"M.Archeologico Nazionale";"etruschi";"";"Firenze ";"";"museo";"05523575";"Via della Pergola";"Firenze";"FI";"TOS"
271;11,06;43,79;"Tumulo dei Boschetti (VII sec.A.C.)";"etruschi";"VII a.c.";"Comeana FI ";"sepolture";"tumulo";"";"Via Lombarda";"Carmignano";"PO";"TOS"
272;11,29;43,80;"Via Angelico - mura";"etruschi";"";"Fiesole ";"difesa";"mura";"";"Via Fra' Giovanni da Fiesole detto il Beato Angelico";"Fiesole";"FI";"TOS"
273;11,29;43,80;"Villa Medici - mura";"etruschi";"";"Fiesole ";"";"villa";"";"Via Vecchia Fiesolana";"Fiesole";"FI";"TOS"
274;11,29;43,80;"San Girolamo - mura";"etruschi";"";"Fiesole ";"difesa";"mura";"";"";"Fiesole";"FI";"TOS"
276;11,29;43,80;"Via San Francesco - mura";"etruschi";"";"Fiesole ";"difesa";"mura";"";"Via del Cimitero";"Fiesole";"FI";"TOS"
277;11,29;43,80;"Tempio etrusco romano (V sec. a.C.)";"etruschi";"V a.c.";"Fiesole ";"religione";"templi";"";"Via Giovanni Duprè";"Fiesole";"FI";"TOS"
278;11,21;43,82;"Tomba Mula (VII sec.a.C.)";"etruschi";"VII a.c.";"Quinto Fiorentino ";"sepolture";"tomba";"";"Via degli Srozzi";"Sesto Fiorentino";"FI";"TOS"
279;11,21;43,83;"Tomba Montagnola (VII sec.a.C.)";"etruschi";"VII a.c.";"Quinto Fiorentino ";"sepolture";"tomba";"";"Via Fratelli Rosselli";"Sesto Fiorentino";"FI";"TOS"
280;11,22;43,83;"necropoli Palastreto";"etruschi";"";"Quinto Fiorentino ";"sepolture";"necropoli";"";"Castellina";"Sesto Fiorentino";"FI";"TOS"
281;11,13;43,85;"citta' etrusca (VI sec.aC)";"etruschi";"VI a.c.";"Gonfienti ";"abitato";"citta";"";"Via Cellerese";"Prato";"PO";"TOS"
282;11,20;44,33;"tracce di abitazioni";"etruschi";"";"Marzabotto ";"";"tracce";"";"SS64";"Marzabotto";"BO";"EMR"
283;11,20;44,33;"Necropoli Est";"etruschi";"";"Marzabotto ";"sepolture";"necropoli";"";"Via Amedeo Nerozzi";"Marzabotto";"BO";"EMR"
284;11,20;44,33;"Porta Est";"etruschi";"";"Marzabotto ";"architettonico";"porta";"";"Via Amedeo Nerozzi";"Marzabotto";"BO";"EMR"
285;11,20;44,33;"Pozzo";"etruschi";"";"Marzabotto ";"";"pozzo";"";"SS64";"Marzabotto";"BO";"EMR"
286;11,20;44,33;"tracce di abitazioni";"etruschi";"";"Marzabotto ";"";"tracce";"";"SS64";"Marzabotto";"BO";"EMR"
287;11,20;44,33;"Pozzo";"etruschi";"";"Marzabotto ";"";"pozzo";"";"SS64";"Marzabotto";"BO";"EMR"
288;11,20;44,33;"Pozzo";"etruschi";"";"Marzabotto ";"";"pozzo";"";"SS64";"Marzabotto";"BO";"EMR"
289;11,20;44,33;"Incrocio sul secondo cardine";"etruschi";"";"Marzabotto ";"";"";"";"SS64";"Marzabotto";"BO";"EMR"
290;11,20;44,33;"Casa N.6";"etruschi";"";"Marzabotto ";"abitato";"case";"";"SS64";"Marzabotto";"BO";"EMR"
291;11,20;44,33;"Casa N.2";"etruschi";"";"Marzabotto ";"abitato";"case";"";"SS64";"Marzabotto";"BO";"EMR"
292;11,20;44,33;"Pozzo";"etruschi";"";"Marzabotto ";"";"pozzo";"";"SS64";"Marzabotto";"BO";"EMR"
293;11,20;44,33;"Incrocio sul primo cardine";"etruschi";"";"Marzabotto ";"";"";"";"SS64";"Marzabotto";"BO";"EMR"
294;11,20;44,33;"Tracce di abitazioni";"etruschi";"";"Marzabotto ";"";"tracce";"";"SS64";"Marzabotto";"BO";"EMR"
295;11,20;44,33;"fornace";"etruschi";"";"Marzabotto ";"";"";"";"SS64";"Marzabotto";"BO";"EMR"
296;11,20;44,33;"Museo Nazionale P.Aria";"etruschi";"";"Marzabotto ";"";"museo";"";"SS64";"Marzabotto";"BO";"EMR"
297;11,20;44,33;"ingresso zona archeologica";"etruschi";"";"Marzabotto ";"musei e parchi";"zona archeologica";"";"SS64";"Marzabotto";"BO";"EMR"
298;11,20;44,33;"Necropoli Nord";"etruschi";"";"Marzabotto ";"sepolture";"necropoli";"";"SS64";"Marzabotto";"BO";"EMR"
299;11,20;44,33;"Santuario fontile";"etruschi";"";"Marzabotto ";"religione";"santuario";"";"SS64";"Marzabotto";"BO";"EMR"
300;11,71;42,21;"Gravisca, ruderi del tempio";"etruschi";"";"Lido di Tarquinia ";"abitato";"ruderi";"";"Via Filippo Giorgi";"Tarquinia";"VT";"LAZ"
301;11,71;42,21;"resti dell'antico porto";"etruschi";"";"Lido di Tarquinia ";"abitato";"ruderi";"";"Via Filippo Giorgi";"Tarquinia";"VT";"LAZ"
302;11,76;42,24;"tomba della mercareccia";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
303;11,76;42,24;"tomba degli anina";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
304;11,77;42,24;"monterozzi tomba delle sculture";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
305;11,77;42,24;"monterozzi tomba querciola I";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
306;11,76;42,24;"monterozzi tomba maggi";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
307;11,77;42,24;"monterozzi tomba della caccia al cervo";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
308;11,76;42,24;"monterozzi tomba della fustigazione";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
309;11,77;42,24;"monterozzi tomba cardarelli";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
310;11,76;42,24;"monterozzi tomba del gorgoneion";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
311;11,76;42,24;"monterozzi tomba dei caronti";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
312;11,76;42,24;"monterozzi ingresso necropoli";"etruschi";"";"Tarquinia ";"sepolture";"necropoli";"";"Via delle Tombe Etrusche";"Tarquinia";"VT";"LAZ"
313;11,76;42,24;"monterozzi tomba della caccia e della pesca";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
314;11,76;42,25;"monterozzi tomba dei giocolieri";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
315;11,76;42,25;"monterozzi tomba delle leonesse";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via Ripagretta";"Tarquinia";"VT";"LAZ"
316;11,76;42,25;"monterozzi tomba del guerriero";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via delle Tombe Etrusche";"Tarquinia";"VT";"LAZ"
317;11,76;42,25;"monterozzi tomba del cacciatore";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via delle Tombe Etrusche";"Tarquinia";"VT";"LAZ"
318;11,76;42,25;"monterozzi tomba della pulcella";"etruschi";"";"Tarquinia ";"sepolture";"tomba";"";"Via delle Tombe Etrusche";"Tarquinia";"VT";"LAZ"
320;11,61;42,30;"ruderi porto etrusco";"etruschi";"";"Montalto di Castro (Regae) ";"abitato";"ruderi";"";"Via Litoranea";"Montalto di Castro";"VT";"LAZ"
321;11,64;42,40;"tumulo della cuccumelletta";"etruschi";"";"Vulci ";"sepolture";"tumulo";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
322;11,63;42,40;"tomba costruita";"etruschi";"";"Vulci ";"sepolture";"tomba";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
323;11,64;42,41;"Tumulo Cuccumella (VII sec.a.C.)";"etruschi";"VII a.c.";"Vulci ";"sepolture";"tumulo";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
324;11,63;42,41;"tomba delle iscrizioni";"etruschi";"";"Vulci ";"sepolture";"tomba";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
325;11,63;42,41;"tomba Francois (IV sec.a.C.)";"etruschi";"IV a.c.";"Vulci ";"sepolture";"tomba";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
326;11,63;42,41;"Necropoli di ponte rotto";"etruschi";"";"Vulci ";"architettonico";"ponte";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
327;11,63;42,41;"ponte rotto";"etruschi";"";"Vulci ";"architettonico";"ponte";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
328;11,63;42,41;"emporio";"etruschi";"";"Vulci ";"";"emporio";"";"Decumano";"Montalto di Castro";"VT";"LAZ"
329;11,63;42,41;"sacello di ercole";"etruschi";"";"Vulci ";"religione";"sacello";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
330;11,62;42,41;"basilichetta";"etruschi";"";"Vulci ";"religione";"basilica";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
331;11,63;42,41;"porta est";"etruschi";"";"Vulci ";"architettonico";"porta";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
332;11,62;42,41;"casa del pescatore";"etruschi";"";"Vulci ";"abitato";"case";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
333;11,62;42,41;"edificio absidato";"etruschi";"";"Vulci ";"religione";"ambiente absidato";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
334;11,62;42,41;"mitreo";"etruschi";"";"Vulci ";"religione";"mitreo";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
335;11,62;42,41;"decumano massimo";"etruschi";"";"Vulci ";"";"decumano";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
336;11,62;42,41;"domus del criptoportico";"etruschi";"";"Vulci ";"abitato";"domus";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
337;11,62;42,41;"tempio grande";"etruschi";"";"Vulci ";"religione";"templi";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
338;11,38;42,60;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
339;11,38;42,60;"Sito rurale etrusco";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
340;11,38;42,60;"tomba etrusca";"etruschi";"";"Scansano ";"sepolture";"tomba";"";"Aquilaia";"Scansano";"GR";"TOS"
341;11,38;42,60;"tomba etrusca";"etruschi";"";"Scansano ";"sepolture";"tomba";"";"Aquilaia";"Scansano";"GR";"TOS"
342;11,38;42,60;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
343;11,38;42,60;"Sito rurale etrusco";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
344;11,38;42,61;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
345;11,38;42,60;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
346;11,39;42,60;"santuario etrusco";"etruschi";"";"Scansano ";"religione";"santuario";"";"Aquilaia";"Scansano";"GR";"TOS"
347;11,39;42,61;"tomba etrusca";"etruschi";"";"Scansano ";"sepolture";"tomba";"";"Aquilaia";"Scansano";"GR";"TOS"
348;11,39;42,61;"tomba di eta' romana";"etruschi";"";"Scansano ";"sepolture";"tomba";"";"Aquilaia";"Scansano";"GR";"TOS"
349;11,39;42,60;"Zona Archeolog. Ghiaccioforte (III sec.a.C.)";"etruschi";"III a.c.";"Scansano ";"musei e parchi";"zona archeologica";"";"Aquilaia";"Scansano";"GR";"TOS"
350;11,39;42,61;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
351;11,39;42,61;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
352;11,39;42,60;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
353;11,39;42,60;"Sito rurale etrusco";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
354;11,39;42,60;"tomba di eta' romana";"etruschi";"";"Scansano ";"sepolture";"tomba";"";"Aquilaia";"Scansano";"GR";"TOS"
355;11,39;42,60;"sito rurale di eta' romana";"etruschi";"";"Scansano ";"musei e parchi";"sito rurale";"";"Aquilaia";"Scansano";"GR";"TOS"
356;11,51;42,64;"Tombe accanto a Le Cascatelle";"etruschi";"";"Saturnia ";"sepolture";"tomba";"";"Strada Vicinale della Peschiera";"Manciano";"GR";"TOS"
357;11,62;42,41;"porta ovest";"etruschi";"";"Vulci ";"architettonico";"porta";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
358;11,63;42,42;"porta nord";"etruschi";"";"Vulci ";"architettonico";"porta";"";"Cardo";"Montalto di Castro";"VT";"LAZ"
359;11,62;42,42;"centro visite del Parco Archeologico";"etruschi";"";"Vulci ";"";"parco";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
360;11,62;42,42;"tomba dei soffitti intagliati";"etruschi";"";"Vulci ";"sepolture";"tomba";"";"Decumano Massimo";"Montalto di Castro";"VT";"LAZ"
362;11,62;42,43;"acquedotto lungo la strada bianca";"etruschi";"";"Vulci ";"abitato";"acquedotto";"";"Strada Provinciale 67 di Campigliola";"Manciano";"GR";"TOS"
363;11,65;42,54;"necropoli";"etruschi";"";"Castro VT ";"sepolture";"necropoli";"";"Strada Provinciale 47 Lamone";"Ischia di Castro";"VT";"LAZ"
364;11,59;42,58;" Altre tombe";"etruschi";"";"Poggio Buco ";"sepolture";"tomba";"";"Strada Regionale 74 Maremmana";"Pitigliano";"GR";"TOS"
365;11,59;42,58;"resti di edificio";"etruschi";"";"Poggio Buco ";"abitato";"ruderi";"";"Strada Regionale 74 Maremmana";"Pitigliano";"GR";"TOS"
366;11,58;42,58;" Altre tombe";"etruschi";"";"Poggio Buco ";"sepolture";"tomba";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
367;11,58;42,58;" termine necropoli";"etruschi";"";"Poggio Buco ";"sepolture";"necropoli";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
368;11,59;42,58;" Le Sparne. zona dell'abitato";"etruschi";"";"Poggio Buco ";"abitato";"abitato";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
369;11,58;42,58;" Altre tombe";"etruschi";"";"Poggio Buco ";"sepolture";"tomba";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
370;11,58;42,58;"Statonia necropoli";"etruschi";"";"Poggio Buco ";"sepolture";"necropoli";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
371;11,58;42,58;" inizio necropoli";"etruschi";"";"Poggio Buco ";"sepolture";"necropoli";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
372;11,58;42,58;" Altre tombe";"etruschi";"";"Poggio Buco ";"sepolture";"tomba";"";"Strada Regionale 74 Maremmana";"Manciano";"GR";"TOS"
374;11,67;42,62;"Museo Archeol.Etrusco all'aperto A.Manzi";"etruschi";"";"Pitigliano ";"";"museo";"";"Strada della Formica";"Pitigliano";"GR";"TOS"
375;11,65;42,63;"via cava di Fratenuti";"etruschi";"";"Pitigliano ";"";"";"";"";"Pitigliano";"GR";"TOS"
376;11,65;42,63;"via cava di San Giuseppe";"etruschi";"";"Pitigliano ";"";"";"";"";"Pitigliano";"GR";"TOS"
377;11,51;42,64;"ingresso Le Cascatelle";"etruschi";"";"Saturnia ";"";"ingresso";"";"Strada Vicinale della Peschiera";"Manciano";"GR";"TOS"
378;11,63;42,65;"Tomba della Sirena (III sec.a.C.)";"etruschi";"III a.c.";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
379;11,63;42,65;"Via cava San Sebastiano";"etruschi";"";"Sovana ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
380;11,63;42,65;"tombe a semidado";"etruschi";"";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
381;11,63;42,65;"Tomba Pola";"etruschi";"";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
382;11,63;42,65;"colombaio di Poggio Grezzano";"etruschi";"";"Sovana ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
383;11,63;42,65;"tombe a camera";"etruschi";"";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
384;11,63;42,65;"Tomba Ildebranda (III sec.a.C.)";"etruschi";"III a.c.";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
385;11,65;42,65;"via cava del fosso Folonia";"etruschi";"";"Sovana ";"";"";"";"";"Sorano";"GR";"TOS"
387;11,63;42,65;"Tomba Pisa (III sec.a.C.)";"etruschi";"III a.c.";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
388;11,63;42,65;"Tomba del Tifone (II sec.a.C.)";"etruschi";"II a.c.";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
389;11,63;42,65;"ingresso Poggio Grezzano";"etruschi";"";"Sovana ";"";"ingresso";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
390;11,63;42,65;"ingresso necropoli di Sovana";"etruschi";"";"Sovana ";"sepolture";"necropoli";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
391;11,63;42,65;"via cava Poggio Prisca";"etruschi";"";"Sovana ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
392;11,65;42,65;"tombe rupestri a camera";"etruschi";"";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
393;11,63;42,65;"Via cava Il Cavone";"etruschi";"";"Sovana ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
394;11,65;42,65;"Tomba del Sileno (III sec.a.C.)";"etruschi";"III a.c.";"Sovana ";"sepolture";"tomba";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
395;11,50;42,66;"Museo Archeolog. Via Italia";"etruschi";"";"Saturnia ";"";"museo";"0564601550";"";"Manciano";"GR";"TOS"
397;11,49;42,67;"ingresso necrop.del Puntone (VII sec.a.C.)";"etruschi";"VII a.c.";"Saturnia ";"sepolture";"necropoli";"";"Strada Vicinale della Peschiera";"Manciano";"GR";"TOS"
398;11,71;42,68;"colombaio";"etruschi";"";"Sorano ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
399;11,71;42,68;"San Rocco: abitato rupestre";"etruschi";"";"Sorano ";"abitato";"abitato";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
400;11,71;42,68;"San Rocco: vista panoramica sui colombari";"etruschi";"";"Sorano ";"";"";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
401;11,71;42,68;"San Rocco: necrop.abitato rupestre";"etruschi";"";"Sorano ";"abitato";"abitato";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
402;11,70;42,68;"San Rocco: ingresso area archeologica";"etruschi";"";"Sorano ";"musei e parchi";"area archeologica";"";"Strada Provinciale 22 di Sovana";"Sorano";"GR";"TOS"
